density,density_atomic,formation_energy_per_atom,energy_above_hull,band_gap
3.438774882,10.88270726,-2.418979137,0.060916877,3.8361
2.754449077,12.04182506,-2.40433349,0.054077217,0
2.876615629,11.67569929,-2.490743542,0.072522892,2.7859
2.777617769,11.38482067,-2.484968792,0.096125867,1.9379
2.453097851,13.42170893,-1.8554433,0.105183745,2.2662
2.87940755,12.41095872,-2.471435145,0.054324234,2.5909
2.416679936,13.82570035,-2.874248556,0.064669889,3.5622
2.755248204,12.67888834,-2.451702794,0.097987088,2.5387
2.159640602,14.05571145,-1.836672867,0.078215596,1.474
2.720742903,12.83968592,-2.480295823,0.069394059,2.2948
2.8565614,12.86092687,-2.488722985,0.05975328,3.0214
2.822452477,12.661403,-2.428553376,0.097206003,2.2122
3.057619288,12.01523924,-2.444734885,0.10374138,2.3779
2.693559777,12.9692627,-2.462357194,0.087332688,2.4002
2.449629013,13.75779796,-2.546345642,0.046781923,4.1614
2.674288098,13.06272288,-2.47754649,0.072143392,2.4819
3.020159327,11.83255728,-2.467790804,0.057968575,2.5562
3.065793182,10.95523966,-2.540541719,0.022724715,3.2416
2.859119093,12.49902753,-2.469787418,0.055971962,2.4679
2.882534634,12.39749484,-2.429025395,0.096733984,2.1111
2.871573683,12.7936913,-2.487747731,0.060728534,3.0364
3.288703643,11.17097532,-2.469278727,0.079197539,2.1901
2.477118726,13.60512142,-2.508504902,0.084622662,3.7503
3.204359307,10.23812295,-2.297277186,0.099717823,0.2561
2.746034061,12.72143155,-2.48232555,0.067364332,2.4753
2.690090094,13.05963826,-2.834303477,0.048490516,3.1687
3.340425348,11.20311831,-2.411840668,0.068055346,3.6821
2.883682831,12.73996809,-2.518014955,0.03046131,2.9645
2.43574681,10.24420372,-2.043590259,0.053070547,1.9253
2.629778611,10.75425321,-2.298412606,0.094309734,0
2.241245172,12.78017875,-2.008412045,0.031392952,4.1307
3.449442051,10.84905322,-2.395202741,0.084693274,3.7244
2.171192493,13.19252623,-1.97338529,0.066419707,3.4797
2.978389621,10.18450908,-2.44455066,0.057455847,2.5385
2.983597874,12.54297059,-2.405520308,0.074375706,3.4107
2.865979698,11.63907501,-2.409819968,0.111120124,2.4043
2.936459722,12.74431932,-2.410387397,0.069508618,3.6118
2.336762362,11.20308694,-2.644180774,0.019535403,3.054
3.372606997,11.09621738,-2.421866426,0.058029589,3.1003
3.268960983,11.44803519,-2.40275178,0.077144235,2.5969
2.961761714,11.26267266,-2.418475376,0.102464716,2.9753
2.943620114,11.33208478,-2.488014499,0.032925593,3.0913
3.085848818,10.16262196,-2.642158605,0.070782601,2.3764
2.678985732,11.19859503,-2.31357747,0.036968173,2.4266
2.507970558,9.545409974,-2.436248122,0.075177031,2.0986
2.969197239,12.60380411,-2.420163168,0.059732846,3.5447
2.822167508,9.526370433,-2.404419313,0.081329295,2.1013
3.237127381,10.3046154,-2.475174381,0.045765711,2.1757
2.833867551,9.4870394,-2.472730231,0.013018377,2.5875
2.998585917,9.431547349,-2.298463639,0.094258701,0
2.857707008,9.407896971,-2.402030699,0.08371791,2.1974
2.908501439,11.57031001,-2.278078179,0.054062439,3.1622
2.899851421,9.752673829,-2.245972745,0.146749595,0.1259
3.109678129,9.754525993,-2.412995393,0.089011114,2.0611
2.106980526,11.76760939,-2.652141747,0.06372915,3.1957
3.29817635,10.20329411,-2.332097833,4.278447917,3.2382
3.129735941,10.65250298,-2.373820267,0.096423861,1.626
3.000860409,11.23633551,-2.56232865,0.012548983,3.9852
2.270572944,14.74738243,-2.516642209,0.064419643,2.7898
3.015564175,9.248335619,-2.784509805,0.099708338,4.4951
2.919199575,10.06320661,-2.780713833,0.108368885,2.973
4.709779008,10.3417796,-1.706247392,0.086252905,0
2.272835637,15.64020739,-2.51938225,0.034602554,4.1561
2.976981479,12.57084756,-2.469201084,0.010694931,3.4793
2.95360431,12.43837136,-2.536767288,0.011708978,2.9822
2.857790782,11.06542872,-2.510071056,0.071023603,2.5097
2.381976013,14.92358467,-2.487873002,0.066111803,3.5699
5.595654203,10.37347307,-1.987055393,0.086376634,0
2.799102233,11.84972579,-2.390735704,0.067675003,0
2.902185224,10.89616195,-2.512602279,0.06849238,2.2931
6.482073369,11.18438894,-2.761924759,0,0.7547
3.061763693,9.236932661,-2.314137726,0.078584614,0
3.320021815,9.143098097,-1.914888463,0,2.1032
2.93605325,12.51272512,-2.483310133,0.065166133,2.4486
2.869517389,12.80285925,-2.465975137,0.082501128,3.03
2.933758067,12.52251427,-2.493349966,0.055126299,2.5113
2.92124146,12.57616933,-2.457603751,0.090872514,1.7212
2.759660257,17.72687914,-0.827746192,0.081676576,0
2.828546818,11.92084718,-2.5342342,0.040643434,0.1152
2.631839353,13.57841549,-2.355699043,0.170060336,1.137
3.193512443,11.19025176,-2.507047394,0.018711986,2.5628
4.109976678,9.528086076,-2.036794229,0.015609127,1.2093
4.615483727,8.66420006,-1.716237105,0.129061154,0.5279
4.94405902,10.5980105,-2.018632115,0.020262826,1.7179
4.462495909,11.31446402,-2.063908499,0.029995678,2.0351
2.685574719,13.081596,-2.840777587,0.042016406,3.1168
3.900662811,9.6630996,-2.562190707,0.044654943,1.3979
4.558716079,9.744411185,-1.562025506,0.00140212,0.7058
4.257285333,12.24132838,-2.454663478,0.041080416,1.907
4.282719373,12.16863008,-2.441768367,0.053975527,1.3563
4.420697898,10.0486405,-1.54464205,0.018785576,0.4955
6.784271555,11.39088936,-1.978761901,0.158420429,1.7127
2.766677806,12.18742359,-2.541314999,0.033562634,4.4589
4.491054089,11.24251643,-2.064705451,0.029198725,1.7288
2.829135015,12.34776147,-2.529231334,0.020458548,2.3543
2.68277171,13.02141521,-2.504974493,0.044715389,2.3734
2.824919458,12.36618773,-2.512676362,0.03701352,2.5723
2.549426503,13.22598409,-2.569337877,0.005539757,4.1571
2.778781756,12.13433703,-2.539559003,0.035318631,4.103
2.614891868,12.88829625,-2.567825418,0.025302147,3.945
2.814319456,11.9811112,-2.536329694,0.03854794,4.2872
3.288291986,10.8548304,-2.755720625,0.010062164,1.7991
2.693509745,13.26752514,-2.348898885,0.176860494,0.9656
2.761942992,12.20831656,-2.541235403,0.03364223,3.6665
2.755115178,12.15802396,-2.703804754,0.052979383,3.222
3.495670122,12.38232055,-2.192838419,0.12153273,0.9648
3.929871819,10.27955993,-2.216172707,0.113763548,1.0353
4.325789195,8.911566881,-2.144663164,0.032514135,2.1498
2.729284858,11.69501988,-2.562584256,0.068336319,4.371
2.657021063,14.08463821,-2.389281771,0.090614244,3.5225
3.024470724,11.81568992,-2.459900935,0.065858444,0.7104
2.655910683,13.22770519,-2.825901855,0.056892139,3.2044
2.567856353,13.60414273,-2.474178283,0.075511599,1.716
2.493715397,14.00860916,-2.468663391,0.081026491,2.6516
3.274060611,11.01575099,-2.165053773,0.106303284,0
2.787917202,11.84828355,-2.742205581,0.094125608,0
3.541586008,9.433968061,-2.256973066,0.09457073,2.1313
3.082285981,10.25948935,-2.546171347,0.034923312,1.9462
4.065929552,10.56696925,-2.025890164,0.004385364,0.2721
2.412746138,12.57216234,-2.457870006,0.044136501,2.8042
3.549023547,9.414197692,-2.250760122,0.100783674,2.0105
3.54906261,9.414094073,-2.263767547,0.087776249,2.303
3.373360673,11.49722397,-2.518768029,0.039504478,2.4695
3.483521827,11.89821336,-3.084182656,0.14393393,0.0818
3.505670888,12.19519054,-2.881047645,0,2.4344
3.606324516,11.85481902,-2.880893604,0.00015404,2.3587
3.112370105,10.79129343,-2.515013082,0.048253352,3.2066
3.671867391,11.02554033,-3.000462088,0.004141965,1.9638
4.02553377,15.71317543,-0.73225145,0.124131092,0
3.412225662,10.96738144,-2.42419507,0.055700945,3.5237
3.292260942,11.15890505,-2.44919966,0.099276605,2.3327
3.144001994,11.90303964,-2.392731524,0.087164491,3.4343
4.094758367,10.5013304,-1.937693552,0.073666568,0
7.135089146,12.33400116,-1.508510373,0.278104904,1.2713
3.713869895,10.90084552,-2.974681318,0.029922735,0
4.044943682,10.37185734,-2.09880812,0.065247725,0
4.697539045,9.456441665,-1.46722063,0.096206996,0
3.917097376,10.61457419,-2.300136814,0.072809955,0
2.263188285,11.42816886,-2.451843424,0.093429621,3.0318
2.136060587,17.19896312,-2.488536495,0.05993977,0.9403
3.067030155,13.04538255,-3.316106811,0,4.1719
4.193969026,12.72215741,-2.724353514,0,3.7992
2.955937807,8.846534608,-2.244142782,0.099288017,2.6897
3.474737421,14.87002646,-1.138566011,0.095548753,0
3.628175705,9.208817874,-2.348767619,0.002776177,1.849
4.473467429,9.025231582,-1.626290397,0.159224769,0
4.729534018,8.455267313,-1.705034707,0.140263552,0.0004
3.802108268,15.18603236,-2.959949143,0,3.7234
4.356963949,10.77642175,-1.353966626,0.032985305,0.3771
4.285995773,9.852768419,-1.569634392,0.120066298,0
3.831740797,10.56551686,-2.934414315,0.070189738,0
4.593221004,8.772589364,-1.575147343,0.012233046,0
4.467173983,9.435335664,-1.452349225,0.036468479,0
4.624831196,9.026530633,-1.517116058,0.057054187,0
3.999091912,10.39694051,-2.305047021,0.067899748,0
3.913252137,10.1130257,-2.294518613,0.082664001,0.6469
4.203729692,9.293196109,-2.037263723,0.068872937,0.146
4.055155627,10.60388663,-1.986856225,0.024503895,0
4.229043055,9.020978548,-2.275438843,0.017779222,2.1493
4.4913888,9.871485127,-1.312056718,0.03521651,0
3.979219128,9.504818564,-2.331083506,0.03840588,1.5137
4.020646201,9.099027684,-2.100608917,0.152698356,0
4.524386186,9.672223056,-1.335262088,0.110478221,0
4.617075138,8.730630856,-1.64893325,0.146545765,0.0816
4.511158037,9.066874387,-1.887716968,0.184618841,0
4.552997261,9.756650708,-1.562395027,0.001032599,0
3.985830439,10.52568077,-2.104598991,0.059456854,0
4.073328367,9.801581593,-2.179765401,0.059767614,0
4.086787497,9.769301774,-2.164380234,0.075152781,0
2.924809051,12.56082931,-2.475391164,0.073085101,2.9513
2.997876554,12.48322928,-2.400236914,0.079659101,3.3005
3.090317934,12.10981561,-2.305346336,0.174549679,0
2.711997522,13.5464826,-2.486248817,0.062227448,3.0224
2.905360297,10.76412902,-2.66670455,0.036118787,2.8033
2.898148971,12.67637641,-2.475539558,0.072936708,3.0082
2.782920413,13.2012497,-2.482303769,0.066172496,3.0074
2.843768566,12.91878238,-2.483687588,0.064788677,3.0569
2.324258292,10.0196825,-2.167131664,0.028506134,2.9955
2.322850718,15.81592263,-2.501070165,0.0474061,2.9626
3.303753716,10.186069,-2.326425082,0.005715536,2.9038
3.21047341,10.48202524,-2.284504388,0.04763623,2.6589
2.586500385,13.03640802,-2.49931123,0.075566403,3.9467
2.47354518,15.12937005,-2.413098157,0.066797858,3.1045
2.544651094,14.43735345,-2.496198871,0.052277394,2.9108
2.532012064,14.5094203,-2.485714945,0.062761321,2.8511
2.508953708,14.64276807,-2.510166299,0.038309966,3.0818
2.518254438,14.86076221,-2.410902573,0.068993442,3.0458
2.522268424,14.56547087,-2.507041609,0.041434657,2.9838
4.951397286,8.971609705,-1.48104371,0.082383916,0
4.525550516,9.038039266,-1.913492985,0.158842823,0
4.220982626,10.18729863,-1.962827314,0.048532807,0
4.63765681,9.088487512,-1.431073563,0.057744142,0
3.743748611,10.81384628,-2.974257293,0.030346759,1.3676
4.875468257,9.093829639,-1.261677208,0.085596021,0
4.132568247,10.06113347,-2.299165511,0.073781258,1.0334
3.071255447,12.1849781,-2.4511426,0.028753414,3.8605
2.772556416,12.59973797,-2.509264806,0.040425076,1.8014
3.048645398,11.66013625,-2.550970643,0.003014161,4.1851
3.026943321,11.74373516,-2.548739893,0.005244911,4.1848
2.676410474,13.12638844,-2.805684186,0.077109808,3.1971
3.340290265,10.99845353,-2.460749209,0.087727056,1.9498
2.323352227,14.3810707,-2.860861983,0.078056462,3.4262
2.895146914,12.27834779,-2.488664809,0.065319995,4.2063
3.333859335,11.22518277,-2.404080254,0.07581576,3.8485
2.545687954,12.6590073,-2.926355547,0.051165529,3.4618
3.396535635,11.41877706,-2.497184954,0.061087553,0
3.696237985,10.95284507,-2.945266704,0.059337349,0.0051
2.67044439,13.75727103,-2.504231394,0.044244871,3.1775
2.782206857,13.4508979,-2.388772762,0.091123253,3.5669
3.127306456,11.96658559,-2.376951315,0.1029447,3.2893
3.393585058,11.23518772,-2.460678407,0.097790345,2.2244
2.468025715,9.570535448,-2.221775479,0.0794864,3.4413
4.061032193,10.07184906,-1.985523987,0.086811821,0.2701
6.436319428,11.22084723,-2.199146547,0.001066717,3.35
6.160905471,9.403361136,-1.803864161,0.013995369,0
2.86057353,10.58629956,-2.573865932,0.051806172,4.5179
4.308647265,10.30996534,-1.51957036,0.043857266,0
2.759977366,12.72894624,2.180526139,5.063320133,0
2.95344919,11.41671049,-0.208005912,2.366871722,0
2.970074197,12.60008266,-1.244308369,1.235587645,0
2.896163142,12.13039521,1.208155821,4.090949815,0
4.538837125,8.864675493,0.67756631,2.287293972,0
2.75448347,12.24137837,-2.541641802,0.033235832,4.3546
2.695979981,9.534023058,-2.436251387,0.016128483,3.9647
2.761085975,13.55379033,-2.438855904,0.041040111,3.329
2.784880833,12.76450335,-2.553984804,0,3.9487
3.030902229,11.7906173,-2.504293269,0.02146611,2.3821
3.044222697,11.6770763,-2.52370888,0.030275924,4.1748
3.779961931,14.00860387,-1.990976457,0.016076885,2.0562
2.951704879,11.4234572,-2.555914197,0.018963437,4.2456
3.63048501,8.450260006,-2.412887484,0.094824167,2.2479
2.908351145,11.59374253,-2.543106664,0.031770969,4.3509
2.308334688,10.23262689,-2.231232089,0.070029791,3.0228
2.954984703,11.41077798,-2.5276553,0.047222334,3.9518
2.787486459,10.63445957,-2.498267425,0.093087548,0.2196
2.875902397,12.42608521,-2.451816316,0.073943064,2.746
2.502973803,10.15101854,-2.607662666,0.054509038,4.0828
3.005579166,11.8899574,-2.431145152,0.094614228,1.949
2.68626626,10.24169826,-2.56054707,0.061810493,3.8902
3.253935978,10.34201765,-2.32948367,0.002656948,3.3252
4.128652569,9.337080096,-2.17702699,0.000150309,2.023
4.121742255,9.352734194,-2.170628983,0.006548316,1.9946
4.116438019,9.267747139,-2.293153878,6.4186875,2.468
2.568980538,9.918729827,-2.234190397,0.085287168,1.04
4.122968137,9.349953347,-2.17097625,0.006201049,2.0718
2.581396851,10.76447719,-2.163792289,0.106154157,2.6078
4.123141271,9.349560734,-2.177177299,0,2.0383
2.91550333,10.38684744,-2.428752576,0.196919528,4.2344
3.573322495,10.67005993,-2.506567633,0.05190112,2.4018
4.029431369,9.51267205,-2.201452557,0.043745173,1.2151
2.933239159,10.4321038,-1.776893787,0.048573703,0
4.960783937,9.213447145,-1.564637432,0.112384427,0
4.174100511,10.05092683,-2.012410332,0.151645513,0.0135
2.736081513,10.90802944,-2.601704117,0.04954918,4.2351
2.74123011,12.81599942,-2.846306086,0.036487908,3.3579
2.896656333,12.12832986,-2.807031035,0.075762959,2.4191
2.634746098,12.55847225,-2.846801497,0.098654731,0.2845
3.387776546,11.04653151,-2.423031515,0.0568645,3.4957
2.703444989,12.99512424,-2.833388572,0.049405422,3.2045
2.955951705,11.22095259,-2.373115912,0.085294795,0
2.791122138,12.73596029,-2.509924012,0.044060792,3.7629
4.066243936,9.934808022,-2.213563802,0.116372453,0.2112
4.592317919,9.498981473,-1.280562478,0.049340892,0
2.60663233,12.9291349,-2.564414352,0.028713212,4.3957
2.444777167,13.6392011,-2.443449731,0.074176369,0.0418
2.97007393,12.60008379,-2.39471286,0.085183154,3.6487
4.376428127,9.765447022,-1.438371809,0.047071803,0
4.466218945,9.78946411,-1.508432069,0.074388947,0.5032
4.405128438,10.83882157,-1.262067135,0.033086483,0.0507
4.014380622,10.3637344,-1.97486773,0.061127591,0.0118
3.134089555,11.94068635,-2.438909564,0.040986451,3.7639
2.969067014,12.37359314,-2.469789734,0.078686531,2.2848
4.680695988,8.958721372,-1.419121035,0.023375762,0
4.537569911,8.925985059,-1.709982799,0.05560467,1.9631
4.800465974,8.75484991,-1.650792474,0.028718458,0.1479
2.430210391,9.719457904,-2.226042719,0.075219161,3.0845
2.885605128,12.31894841,-2.503628519,0.050356285,3.9316
2.964370368,12.62432683,-2.423235374,0.056660641,3.4959
4.52112669,8.899400745,-1.601898152,0.007829509,0
4.214581825,9.051931665,-2.273750742,0.019467322,2.3935
4.211845137,9.057813248,-2.275854264,0.017363801,2.35
4.129980518,9.667130432,-2.152374091,0.087158923,0
4.214938658,9.051165337,-2.273690867,0.019527197,2.4461
4.642422219,8.705086872,-1.53203471,0.010651134,0
4.209523506,9.062808801,-2.274527983,0.018690081,2.3388
4.098811241,9.307602725,-2.28622337,0.006994695,2.2085
3.107285164,10.09251269,-2.667466813,0.045474394,2.6577
3.575196889,8.580937843,-2.424572216,0.083139435,2.2982
3.043958064,12.29424966,-2.434372402,0.045523612,3.4587
2.641386201,12.64952948,-2.885883714,0.053034731,3.3375
3.28227719,9.46448897,-2.381137008,0.362811259,3.1831
2.4126044,11.14356465,-2.207636625,0.278111984,2.5205
2.759977366,12.72894624,2.371062926,5.25385692,0
2.970074197,12.60008266,-0.372038558,2.107857457,0
4.015409313,9.110894615,-0.103773739,2.149533535,0
4.049748165,10.05389768,-2.082271753,0.095774412,0
2.867007282,12.46463811,-0.562662661,1.963096718,0.0373
3.972403863,9.52112553,-2.19655915,0.172930237,0.8097
3.192730544,11.17972573,-2.725968903,0.039813885,2.4901
2.827330134,10.72922079,-2.563963945,0.079750514,2.037
3.320560202,10.8614915,-2.173727623,0.097629434,0
2.458272659,14.51989131,-2.731298177,0.034484612,3.2173
3.875496436,10.73513425,-1.950114419,0.085880902,1.2011
2.867328038,12.81263489,-2.514887948,0.033588317,2.9294
2.910959583,11.45922907,-2.490791627,0.030148464,3.1985
3.067260455,9.78100058,-2.303791909,0.046753734,2.6486
2.568840553,13.59893058,-2.477183928,0.072505954,2.1987
2.958042675,11.35429835,-2.552383033,0.0108834,3.1602
2.374745389,15.03060159,-2.693006979,0.07277581,3.231
2.526430234,14.12817632,-2.746548358,0.01923443,3.0233
4.093887118,12.1258832,-2.878797412,0.053338166,2.709
4.724605143,9.402268043,-1.533511234,0.029916392,0.3237
4.204091337,10.22822938,-1.957394842,0.053965278,0.0141
2.482612734,13.82597282,-2.690261747,0.274478745,4.1704
3.318335428,14.59133118,-2.234536441,0.35340798,1.5286
3.770182742,16.92643372,-2.177076832,0.448419601,0
3.11634308,13.58620179,-2.975417637,0,3.9473
4.253730667,12.25155795,-2.450334384,0.04540951,1.6567
5.088798337,11.44395105,-1.998405882,0.016310084,2.1542
3.185571746,10.46578891,-2.376941493,0.093302634,2.5908
3.124656847,10.49927278,-2.278604146,0.118390863,0
2.867437946,11.6331559,-2.453720917,0.067219175,3.1653
3.140174241,10.07035845,-2.491249453,0.089845206,1.9918
2.919464814,12.81850708,-2.465972642,0.013923373,3.7339
2.875395428,11.68065398,-2.508577221,0.054689213,2.9991
2.887840344,12.72162685,-2.515870616,0.032605649,3.0101
2.873684813,12.78429252,-2.482601583,0.065874682,2.8973
2.93139727,12.76632845,-2.468470259,0.011425756,3.7144
2.896858219,12.68202462,-2.515714325,0.03276194,2.9878
2.80909279,11.87477779,-2.429174429,0.091765662,3.2161
2.937323519,11.3563768,-2.432313661,0.08862643,2.6087
3.079666702,9.741598423,-2.255637916,0.094907727,2.7314
3.179865595,9.43463659,-2.251344829,0.099200815,2.247
2.498839891,14.70203328,-2.471957489,0.076518776,2.7333
4.796334833,11.39726425,-1.804134433,0.041647576,0
2.543320283,14.71430108,-2.367032382,0.112863633,2.8914
6.000772411,11.44409392,-2.211837189,0.041631026,2.2436
2.797760089,12.43144416,-2.905900568,0.050025429,3.1326
4.036131888,13.84988736,-1.426054625,0.003454698,2.0499
3.735242529,11.46767839,-2.141823089,0,2.1565
3.312314493,10.13988832,-2.563266434,0,3.1236
3.044814396,10.9554634,-2.487378211,0.03356188,3.1415
3.017413395,11.10114922,-2.663702816,0.093081321,3.0363
3.023356146,11.07932864,-2.668994916,0.087789221,2.6242
3.209265955,9.348205076,-2.292627288,0.057918355,2.434
2.991878663,12.50825471,-2.434248113,0.045647902,3.6765
2.913839153,12.84325538,-2.469370835,0.010525179,3.595
3.563942557,10.50050044,-2.463468105,0.01642791,3.7718
2.882703062,12.98197545,-2.463969327,0.015926688,3.726
2.958086416,12.65114507,-2.384227617,0.095668397,3.5637
2.933696796,12.5227758,-2.470389454,0.078086811,2.6764
2.908141381,12.86841851,-2.434409462,0.045486553,3.6999
3.306896827,11.31670637,-2.421112437,0.058783578,3.6497
3.2046556,11.6777542,-2.396897065,0.08299895,3.5466
2.875359979,12.77684447,-2.513495401,0.034980864,3.0317
2.899283314,12.67141679,-2.520721034,0.027755231,3.0015
3.06979356,10.94096342,-2.54965884,0.013607593,3.157
2.871561272,12.7937466,-2.460294225,0.08818204,2.4299
3.010019197,11.15823417,-2.554742449,0.008523985,3.1827
2.973304319,12.35595933,-2.479794954,0.068681311,2.6185
2.635073567,13.94193608,-2.444064289,0.104411976,2.1612
2.879272723,12.75948157,-2.48374977,0.064726495,2.7213
2.848265601,10.93934128,-2.438612461,0.060272362,3.1798
2.985550148,11.24968511,-2.54374999,0.019516443,3.1827
3.065465684,10.95641006,-2.557802988,0.005463446,3.2325
2.772442057,13.49827322,-2.419705183,0.060190832,3.5869
2.868511005,10.69493623,-2.498190462,0.009521189,2.3424
3.128105017,11.96353069,-2.395676206,0.084219809,3.3172
2.869061976,12.80489148,-2.486207849,0.062268416,2.837
3.64366778,10.08270497,-2.503034385,0.04544188,1.7716
3.024010381,11.03083272,-2.488819323,0.032120768,3.1427
3.139621982,9.555569576,-2.309629929,0.040915715,2.6187
2.914060369,12.60716066,-2.496578882,0.051897383,2.9031
2.778457504,10.97559532,-2.291145248,0.07440769,0.2447
2.95899447,11.27320548,-2.487852579,0.033087512,3.1197
2.95555429,9.409417435,-2.126395538,0.102841841,0.4978
3.103436972,9.666984236,-2.304816323,0.045729321,2.7463
2.984183287,12.31091515,-2.468083472,0.080392793,2.6312
2.856442522,12.8614621,-2.480913678,0.067562588,2.8158
4.215106163,10.20150119,-1.979725256,0.031634865,0.4848
3.985114083,10.43340789,-2.335138388,0.037808381,1.2644
2.312848623,10.2126561,-2.207467922,0.093793957,3.0785
2.660327903,10.4450987,-2.190993407,0.078953038,2.8051
4.754591758,9.325023052,-1.29181849,0.055454738,0.2662
2.925977961,12.71426178,-1.547038235,0.349735809,2.0637
2.548139047,12.92110231,-1.847669492,0.112957554,1.9772
2.560022138,10.23357337,-2.116940188,0.048850045,0.7312
2.926366284,11.47720271,-2.541085753,0.02218068,2.9997
2.912905015,12.84737408,-2.397603894,0.08229212,3.3194
2.99044271,11.79563383,-1.94724676,0.023006617,2.0509
4.231375409,10.16227736,-1.977668789,0.033691332,0.4558
3.071728015,11.63391032,-2.525759379,0,1.7443
4.035464716,10.60848701,-1.517916847,0.151435086,0.6488
2.570431029,12.30248151,-2.548496331,0.032598327,2.3376
2.402274314,14.54183818,-2.511283424,0.038406458,2.9057
2.744224939,12.72981812,-2.254242795,0.004635901,2.004
2.973360975,11.155253,-2.379576836,0.078833871,0
2.986689284,11.1054719,-2.372258544,0.086152163,0
2.644378276,12.64776493,-2.807214961,0.06015072,3.311
2.754445601,12.97401126,-2.450244834,0.075514545,2.379
2.5467751,13.71675274,-2.453108816,0.096581066,2.5293
2.662827041,13.11894607,-2.47458404,0.075105842,2.3608
2.54578956,11.92372128,-1.831048609,0.083839854,2.1614
3.067671646,11.97586688,-2.472176137,0.076300128,2.5498
3.04506893,11.02979927,-2.555955118,0.007311316,3.1378
2.79471757,12.49982635,-2.480089866,0.069600016,2.2489
2.889223369,11.59368871,-2.702574297,0.054209839,3.5406
3.065365676,10.95676751,-2.541662715,0.021603719,3.1893
2.806767253,12.01334892,-2.570515454,0.004362179,4.1447
2.723711768,12.37967789,-2.484808814,0.09006882,3.464
2.555092258,12.94997692,-2.854503483,0.090952745,0.3324
3.503329791,10.72809988,-3.06833767,0,2.703
2.889047743,12.71631019,-2.478361875,0.07011439,2.8042
3.894419737,10.67638404,-2.34002302,0.03292375,1.0477
2.635811251,9.475442008,-2.135285933,0.093861836,2.7581
2.641958482,12.65934913,-2.790021804,0.077343876,2.8385
2.471029384,10.78122493,-1.981598298,0.058258651,2.3924
2.634812828,9.929065423,-2.110264235,0.090197632,2.7542
4.186148174,10.22662678,-1.569699231,0.099652702,0.9249
3.850036402,10.80612498,-1.958355169,0.077640152,1.2088
2.452829318,11.67774443,-1.999400067,0.040404929,4.1142
2.593064538,11.0462017,-1.801966891,0.237838105,3.515
2.812023822,11.9119746,-2.743686568,0.013097569,3.4496
3.429472476,10.91222648,-2.415349263,0.064546751,3.9004
2.723425012,12.29949648,-2.697821671,0.058962465,2.9155
5.085077367,9.589355636,-1.8228103,0.07078057,1.7136
3.964991607,10.44909956,-2.562829422,0.078222648,1.3904
4.443460911,8.988421764,-1.706447315,0.015016708,0
3.947402731,10.49565876,-2.54362815,0.097423921,1.0421
4.125312892,9.136881064,-2.501614507,0.105231143,0
3.90942134,9.641450735,-2.559184923,0.047660726,0.8979
3.557737458,9.612607617,-2.891903035,0.009734582,2.6398
4.671136238,9.509892601,-1.533485973,0.029941653,0
3.917379428,9.621864295,-2.565835519,0.04101013,1.1097
3.500943656,9.472718153,-2.55133996,0.089479189,0.0381
3.897539553,9.670843036,-2.560258574,0.046587075,1.1218
4.340920828,9.862003182,-1.614878023,0.05447391,0.5655
4.244420651,10.08622343,-1.598745516,0.070606417,1.025
3.244420775,12.0897259,-2.332506084,0.050436653,1.8668
4.028044604,12.16589612,-1.825409486,0.003802131,2.5882
2.676003555,12.21139419,-2.440136949,0.061668905,0
3.263031109,10.95184417,-2.508565137,0.017194242,2.5296
3.188781718,11.20685309,-2.504415168,0.021344212,2.5021
3.461010459,10.81279032,-2.385942595,0.09395342,3.5661
2.632105676,10.83203523,-2.634153864,0.014251513,2.4883
2.829477865,10.55428325,-2.681312937,0.018937133,3.5522
2.701725006,11.27505963,-2.7214575,0.081444995,3.1887
2.590158167,13.56349738,-2.815339959,0.067454034,3.2597
3.482002519,9.524247139,-2.557758117,0.083061032,0.9758
4.441698054,9.670349273,-1.331145342,0.070991816,0
3.00925371,13.03451342,-2.317508719,0.065434018,0
3.577350957,9.339650956,-2.292634137,0.05890966,1.9149
4.16269322,9.260725615,-2.165727464,0.011449835,1.9803
2.565612042,19.06763885,-0.840586824,0.068835944,0
3.210121253,9.295833971,-1.897794985,0.075155563,0.0327
2.524074118,14.08342983,-2.487631514,0.06635329,4.1437
2.739988873,13.08764169,-1.517135607,0.134135379,0
2.766456856,11.20319457,-1.895808329,0,3.0323
2.72054705,9.447928975,-2.432762888,0.019616982,4.0062
2.767115188,10.94451095,-2.182421497,0.064652399,2.8123
3.156620129,10.39295932,-2.301736169,0.095258841,0
2.632436024,9.938030289,-1.92745871,0.273003157,2.4707
3.499315917,10.74040549,-3.034456433,0.033881237,2.2772
3.627631262,10.12727717,-2.498656865,0.0498194,1.6478
2.493968757,14.00718604,-2.549689882,0,2.938
2.494995222,14.00142334,-2.463853907,0.085835975,1.4224
2.727183611,13.08817333,-2.737660219,0.02812257,3.0363
2.663638489,11.28181797,-2.42213828,0.090153339,1.1233
3.431823522,10.90475082,-2.42259086,0.057305155,3.6209
3.360160379,11.1373197,-2.395590446,0.084305569,3.3962
2.960356498,12.41000105,-2.455611117,0.092865148,1.8303
3.098095245,11.52122482,-2.70608908,0.059693709,2.9697
2.872042015,11.64584977,-2.094399247,0.007571663,4.4042
2.969286038,11.17056205,-2.406403835,0.052006872,0
3.335080029,10.70254732,-2.755403254,0.010379534,2.7682
3.495529871,10.70601075,-2.411552369,0.068343646,3.9108
